instructions_2afc.started,instructions_2afc.stopped,instructions_2afc_loop.thisRepN,instructions_2afc_loop.thisTrialN,instructions_2afc_loop.thisN,instructions_2afc_loop.thisIndex,instructions_2afc_loop.ran,instructions_text,continue_text,participant_id,"What variety of Spanish are you most familiar with? (e.g., Peruvian, Spanish, Mexican)",At what age did you begin learning Spanish?,Are you proficient in any languages other than English/Spanish?,"Are you familiar with Caribbean (e.g., Caribbean, Puerto Rican) or Galician Spanish?",date,expName,psychopyVersion,OS,frameRate,id,study_id,session,practice_2afc.started,practice_2afc.stopped,key_resp_2afc_practice.keys,key_resp_2afc_practice.corr,key_resp_2afc_practice.rt,key_resp_2afc_practice.duration,trials_2afc_practice_loop.thisRepN,trials_2afc_practice_loop.thisTrialN,trials_2afc_practice_loop.thisN,trials_2afc_practice_loop.thisIndex,trials_2afc_practice_loop.ran,path,correct_response,check_2afc.started,check_2afc.stopped,trial_2afc.started,trial_2afc.stopped,key_resp_2afc_trial.keys,key_resp_2afc_trial.corr,key_resp_2afc_trial.rt,key_resp_2afc_trial.duration,trials_2afc_loop.thisRepN,trials_2afc_loop.thisTrialN,trials_2afc_loop.thisN,trials_2afc_loop.thisIndex,trials_2afc_loop.ran,item_num,target,variety,instructions_lextale.started,instructions_lextale.stopped,instructions_lextale_loop.thisRepN,instructions_lextale_loop.thisTrialN,instructions_lextale_loop.thisN,instructions_lextale_loop.thisIndex,instructions_lextale_loop.ran,practice_lextale.started,practice_lextale.stopped,key_resp_lextale_practice.keys,key_resp_lextale_practice.corr,key_resp_lextale_practice.rt,key_resp_lextale_practice.duration,practice_feedback_lextale.started,practice_feedback_lextale.stopped,trials_lextale_practice_loop.thisRepN,trials_lextale_practice_loop.thisTrialN,trials_lextale_practice_loop.thisN,trials_lextale_practice_loop.thisIndex,trials_lextale_practice_loop.ran,stim,word,prac_button_real,prac_button_false,check_lextale.started,check_lextale.stopped,trial_lextale.started,trial_lextale.stopped,key_resp_lextale_trial.keys,key_resp_lextale_trial.corr,key_resp_lextale_trial.rt,key_resp_lextale_trial.duration,trials_lextale_loop.thisRepN,trials_lextale_loop.thisTrialN,trials_lextale_loop.thisN,trials_lextale_loop.thisIndex,trials_lextale_loop.ran,button_real,button_false,instructions_eq.started,instructions_eq.stopped,trial_eq.started,trial_eq.stopped,slider_eq_trial.response,trials_eq_loop.thisRepN,trials_eq_loop.thisTrialN,trials_eq_loop.thisN,trials_eq_loop.thisIndex,trials_eq_loop.ran,item,is_test_item,is_distractor,is_agree_score,is_disagree_score,end_exp.started,end_exp.stopped
0.0334,3.2736,0,0,0,0,1,"In the following task you are going to hear a series of utterances. 

  You will decide if the utterances sound like questions or not using your keyboard.", (press the spacebar to continue),5c7c73b6f48c6d0001f6f49c,Dominican Republic,younger than 13,"no, only English or Spanish",yes,2026-01-21_15h21.48.655,empathy_intonation_perc_control,2024.2.4,Win32,60.24096386,5c7c73b6f48c6d0001f6f49c,69712dc693a3960bdb483245,697134dcfbd6b5407e3cc5a3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.2747,9.3297,0,1,1,1,1,"If you believe the utterance is a question, type '1' (for 'yes') and if you do not 
  believe it is a question type '0' (for 'no').

  Let's practice a bit...", (press the spacebar to continue),5c7c73b6f48c6d0001f6f49c,Dominican Republic,younger than 13,"no, only English or Spanish",yes,2026-01-21_15h21.48.655,empathy_intonation_perc_control,2024.2.4,Win32,60.24096386,5c7c73b6f48c6d0001f6f49c,69712dc693a3960bdb483245,697134dcfbd6b5407e3cc5a3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,5c7c73b6f48c6d0001f6f49c,Dominican Republic,younger than 13,"no, only English or Spanish",yes,2026-01-21_15h21.48.655,empathy_intonation_perc_control,2024.2.4,Win32,60.24096386,5c7c73b6f48c6d0001f6f49c,69712dc693a3960bdb483245,697134dcfbd6b5407e3cc5a3,9.3513,12.976,0,1,3.1007,,0,0,0,7,1,./stim/wavs/puertorican_statement_filler_La-nina-pinta-con-su-amiga.wav,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,5c7c73b6f48c6d0001f6f49c,Dominican Republic,younger than 13,"no, only English or Spanish",yes,2026-01-21_15h21.48.655,empathy_intonation_perc_control,2024.2.4,Win32,60.24096386,5c7c73b6f48c6d0001f6f49c,69712dc693a3960bdb483245,697134dcfbd6b5407e3cc5a3,12.9771,15.8967,1,1,2.3992,,0,1,1,1,1,./stim/wavs/argentine_question_filler_Mi-vecino-habla-mucho.wav,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,5c7c73b6f48c6d0001f6f49c,Dominican Republic,younger than 13,"no, only English or Spanish",yes,2026-01-21_15h21.48.655,empathy_intonation_perc_control,2024.2.4,Win32,60.24096386,5c7c73b6f48c6d0001f6f49c,69712dc693a3960bdb483245,697134dcfbd6b5407e3cc5a3,15.898,18.7916,1,1,2.3678,,0,2,2,0,1,./stim/wavs/castilian_question_filler_Mi-esposo-conoce-al-chico.wav,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,5c7c73b6f48c6d0001f6f49c,Dominican Republic,younger than 13,"no, only English or Spanish",yes,2026-01-21_15h21.48.655,empathy_intonation_perc_control,2024.2.4,Win32,60.24096386,5c7c73b6f48c6d0001f6f49c,69712dc693a3960bdb483245,697134dcfbd6b5407e3cc5a3,18.7928,24.6411,1,1,5.3244,,0,3,3,2,1,./stim/wavs/chilean_question_filler_Mi-padre-cantaba-bien.wav,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,5c7c73b6f48c6d0001f6f49c,Dominican Republic,younger than 13,"no, only English or Spanish",yes,2026-01-21_15h21.48.655,empathy_intonation_perc_control,2024.2.4,Win32,60.24096386,5c7c73b6f48c6d0001f6f49c,69712dc693a3960bdb483245,697134dcfbd6b5407e3cc5a3,24.6424,26.9569,0,1,1.799,,0,4,4,4,1,./stim/wavs/cuban_statement_filler_Cocinabas-por-la-noche.wav,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,5c7c73b6f48c6d0001f6f49c,Dominican Republic,younger than 13,"no, only English or Spanish",yes,2026-01-21_15h21.48.655,empathy_intonation_perc_control,2024.2.4,Win32,60.24096386,5c7c73b6f48c6d0001f6f49c,69712dc693a3960bdb483245,697134dcfbd6b5407e3cc5a3,26.958,29.5233,0,1,2.0365,,0,5,5,5,1,./stim/wavs/andalusian_statement_filler_Alberto-nunca-se-afeita.wav,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,5c7c73b6f48c6d0001f6f49c,Dominican Republic,younger than 13,"no, only English or Spanish",yes,2026-01-21_15h21.48.655,empathy_intonation_perc_control,2024.2.4,Win32,60.24096386,5c7c73b6f48c6d0001f6f49c,69712dc693a3960bdb483245,697134dcfbd6b5407e3cc5a3,29.5242,32.5759,1,1,2.5295,,0,6,6,3,1,./stim/wavs/mexican_question_filler_Felipe-no-tiene-contrasena.wav,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,5c7c73b6f48c6d0001f6f49c,Dominican Republic,younger than 13,"no, only English or Spanish",yes,2026-01-21_15h21.48.655,empathy_intonation_perc_control,2024.2.4,Win32,60.24096386,5c7c73b6f48c6d0001f6f49c,69712dc693a3960bdb483245,697134dcfbd6b5407e3cc5a3,32.577,37.6891,0,1,4.5889,,0,7,7,6,1,./stim/wavs/peruvian_statement_filler_El-nino-habla-con-su-madre.wav,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,5c7c73b6f48c6d0001f6f49c,Dominican Republic,younger than 13,"no, only English or Spanish",yes,2026-01-21_15h21.48.655,empathy_intonation_perc_control,2024.2.4,Win32,60.24096386,5c7c73b6f48c6d0001f6f49c,69712dc693a3960bdb483245,697134dcfbd6b5407e3cc5a3,,,,,,,,,,,,,,37.6896,82.8335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,5c7c73b6f48c6d0001f6f49c,Dominican Republic,younger than 13,"no, only English or Spanish",yes,2026-01-21_15h21.48.655,empathy_intonation_perc_control,2024.2.4,Win32,60.24096386,5c7c73b6f48c6d0001f6f49c,69712dc693a3960bdb483245,697134dcfbd6b5407e3cc5a3,,,,,,,,,,,,./stim/wavs/mexican_mismatch_interrogative-total-yn_Mi-tia-odia-la-lluvia.wav,1,,,82.8555,86.133,1,1,2.7568,,0,0,0,38,1,39,0,mexican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
